date,pnl
2013-03-07,0.00
2013-03-08,-2000.00
2013-03-11,800.00
2013-03-12,-400.00
2013-03-13,0.00
2013-03-14,-2400.00
2013-03-15,0.00
2013-03-18,1600.00
2013-03-19,-800.00
2013-03-20,-800.00
2013-03-21,800.00
2013-03-22,0.00
2013-03-25,-400.00
2013-03-26,400.00
2013-03-27,-800.00
2013-03-28,1200.00
2013-04-01,3600.00
2013-04-02,3600.00
2013-04-03,5200.00
2013-04-04,-2400.00
2013-04-05,800.00
2013-04-08,-800.00
2013-04-09,-800.00
2013-04-10,-4600.00
2013-04-11,800.00
2013-04-12,2400.00
2013-04-15,10200.00
