date,pnl
2015-01-15,-3792.50
2015-01-16,4070.00
2015-01-20,185.00
2015-01-21,-370.00
2015-01-22,4255.00
2015-01-23,370.00
2015-01-26,925.00
2015-01-27,-555.00
2015-01-28,-2960.00
2015-01-29,1665.00
2015-01-30,-4070.00
2015-02-02,2775.00
2015-02-03,3515.00
2015-02-04,-555.00
2015-02-05,1757.50
2015-02-06,-555.00
2015-02-09,185.00
2015-02-10,1202.50
2015-02-11,370.00
2015-02-12,1110.00
