date,pnl
2008-05-13,-1640.00
2008-05-14,410.00
2008-05-15,-1230.00
2008-05-16,1230.00
2008-05-19,820.00
2008-05-20,-820.00
2008-05-21,-820.00
2008-05-22,2050.00
2008-05-23,1640.00
2008-05-27,-1230.00
2008-05-28,820.00
2008-05-29,-0.00
2008-05-30,-410.00
2008-06-02,1640.00
2008-06-03,0.00
2008-06-04,-820.00
2008-06-05,-3895.00
2008-06-06,3075.00
2008-06-09,2050.00
2008-06-10,2870.00
2008-06-11,3280.00
2008-06-12,1230.00
2008-06-13,1640.00
2008-06-16,-2255.00
2008-06-17,1640.00
2008-06-18,2255.00
