date,pnl
2014-11-11,1320.00
2014-11-12,-880.00
2014-11-13,440.00
2014-11-14,-0.00
2014-11-17,-880.00
2014-11-18,1760.00
2014-11-19,440.00
2014-11-20,1760.00
2014-11-21,440.00
2014-11-24,-880.00
2014-11-25,-0.00
2014-11-26,-880.00
2014-11-28,880.00
2014-12-01,-880.00
2014-12-02,4400.00
2014-12-03,-2200.00
2014-12-04,2200.00
2014-12-05,1320.00
2014-12-08,-2200.00
2014-12-09,1320.00
2014-12-10,-3520.00
2014-12-11,2640.00
2014-12-12,-1320.00
2014-12-15,-880.00
2014-12-16,880.00
2014-12-17,880.00
2014-12-18,880.00
2014-12-19,-880.00
2014-12-22,1760.00
2014-12-23,-880.00
2014-12-24,-1320.00
2014-12-26,-5280.00
