date,pnl
2009-07-17,-1017.50
2009-07-20,1942.50
2009-07-21,92.50
2009-07-22,1295.00
2009-07-23,2590.00
2009-07-24,1017.50
2009-07-27,370.00
2009-07-28,462.50
2009-07-29,-740.00
2009-07-30,740.00
2009-07-31,647.50
2009-08-03,925.00
2009-08-04,462.50
2009-08-05,-185.00
2009-08-06,-740.00
2009-08-07,1202.50
2009-08-10,185.00
2009-08-11,-185.00
2009-08-12,370.00
2009-08-13,277.50
