date,pnl
2013-06-11,0.00
2013-06-12,-1320.00
2013-06-13,2640.00
2013-06-14,-1320.00
2013-06-17,1320.00
2013-06-18,-440.00
2013-06-19,4400.00
2013-06-20,-3960.00
2013-06-21,-2200.00
2013-06-24,3960.00
2013-06-25,3520.00
2013-06-26,440.00
2013-06-27,2200.00
2013-06-28,-880.00
2013-07-01,440.00
2013-07-02,-0.00
2013-07-03,-440.00
2013-07-05,-880.00
2013-07-08,440.00
2013-07-09,-2420.00
2013-07-10,440.00
