date,pnl
2020-08-04,1755.00
2020-08-05,3510.00
2020-08-06,1755.00
2020-08-07,585.00
2020-08-10,1170.00
2020-08-11,-1170.00
2020-08-12,1170.00
2020-08-13,1170.00
2020-08-14,-585.00
2020-08-17,1755.00
2020-08-18,585.00
2020-08-19,-585.00
2020-08-20,-0.00
2020-08-21,-585.00
2020-08-24,1755.00
2020-08-25,585.00
2020-08-26,596.70
2020-08-27,-1170.00
2020-08-28,2328.30
2020-08-31,0.00
2020-09-01,-1170.00
2020-09-02,585.00
2020-09-03,-6435.00
2020-09-04,3510.00
2020-09-08,-585.00
2020-09-09,4680.00
2020-09-10,-3510.00
2020-09-11,-585.00
2020-09-14,7605.00
