date,pnl
2008-01-10,920.00
2008-01-11,-1380.00
2008-01-14,1840.00
2008-01-15,0.00
2008-01-16,920.00
2008-01-17,-1380.00
2008-01-18,460.00
2008-01-22,1840.00
2008-01-23,5060.00
2008-01-24,-3220.00
2008-01-25,-920.00
2008-01-28,-0.00
2008-01-29,460.00
2008-01-30,1840.00
2008-01-31,-920.00
2008-02-01,920.00
2008-02-04,-460.00
2008-02-05,-1840.00
2008-02-06,0.00
2008-02-07,2300.00
2008-02-08,1840.00
2008-02-11,2760.00
2008-02-12,460.00
2008-02-13,-920.00
2008-02-14,3680.00
2008-02-15,1380.00
2008-02-19,3680.00
