date,pnl
2015-10-06,-1440.00
2015-10-07,1440.00
2015-10-08,3840.00
2015-10-09,-1440.00
2015-10-12,1440.00
2015-10-13,-480.00
2015-10-14,-0.00
2015-10-15,3360.00
2015-10-16,-480.00
2015-10-19,-960.00
2015-10-20,960.00
2015-10-21,-480.00
2015-10-22,-1440.00
2015-10-23,1920.00
2015-10-26,960.00
2015-10-27,4320.00
2015-10-28,-2880.00
2015-10-29,-960.00
2015-10-30,1920.00
2015-11-02,-3840.00
2015-11-03,-0.00
2015-11-04,1440.00
2015-11-05,-1920.00
2015-11-06,480.00
2015-11-09,1920.00
2015-11-10,-480.00
