date,pnl
2011-08-09,-495.00
2011-08-10,-3465.00
2011-08-11,-495.00
2011-08-12,5445.00
2011-08-15,8415.00
2011-08-16,-13365.00
2011-08-17,5940.00
2011-08-18,-7920.00
2011-08-19,5445.00
2011-08-22,990.00
2011-08-23,-495.00
2011-08-24,2970.00
2011-08-25,-3960.00
2011-08-26,2970.00
2011-08-29,1980.00
2011-08-30,0.00
2011-08-31,990.00
2011-09-01,990.00
2011-09-02,495.00
2011-09-06,-990.00
2011-09-07,990.00
2011-09-08,2475.00
2011-09-09,-3960.00
2011-09-12,-2475.00
2011-09-13,2475.00
2011-09-14,1485.00
