date,pnl
2016-08-10,1350.00
2016-08-11,-0.00
2016-08-12,900.00
2016-08-15,-1800.00
2016-08-16,900.00
2016-08-17,900.00
2016-08-18,1350.00
2016-08-19,-450.00
2016-08-22,450.00
2016-08-23,-900.00
2016-08-24,-450.00
2016-08-25,450.00
2016-08-26,-900.00
2016-08-29,900.00
2016-08-30,-450.00
2016-08-31,1800.00
2016-09-01,-1350.00
2016-09-02,-900.00
2016-09-06,450.00
2016-09-07,-900.00
2016-09-08,450.00
2016-09-09,4950.00
2016-09-12,-0.00
2016-09-13,450.00
2016-09-14,900.00
2016-09-15,450.00
2016-09-16,1350.00
2016-09-19,-450.00
2016-09-20,450.00
2016-09-21,-1350.00
2016-09-22,-5400.00
