date,pnl
2007-04-05,0.00
2007-04-09,840.00
2007-04-10,420.00
2007-04-11,1680.00
2007-04-12,-1260.00
2007-04-13,-420.00
2007-04-16,-2940.00
2007-04-17,2940.00
2007-04-18,-840.00
2007-04-19,2100.00
2007-04-20,-2520.00
2007-04-23,420.00
2007-04-24,1680.00
2007-04-25,-3360.00
2007-04-26,1050.00
2007-04-27,1470.00
2007-04-30,5460.00
2007-05-01,420.00
2007-05-02,-4830.00
2007-05-03,-1470.00
2007-05-04,-0.00
2007-05-07,-630.00
2007-05-08,420.00
2007-05-09,-630.00
2007-05-10,7350.00
2007-05-11,-4410.00
2007-05-14,3780.00
2007-05-15,3990.00
2007-05-16,-840.00
2007-05-17,3150.00
2007-05-18,-5460.00
2007-05-21,-6930.00
2007-05-22,-3780.00
