date,pnl
2006-11-09,2765.00
2006-11-10,-2370.00
2006-11-13,0.00
2006-11-14,-2172.50
2006-11-15,-1975.00
2006-11-16,-592.50
2006-11-17,2765.00
2006-11-20,-1185.00
2006-11-21,395.00
2006-11-22,-987.50
2006-11-24,987.50
2006-11-27,5135.00
2006-11-28,395.00
2006-11-29,-1382.50
2006-11-30,-1975.00
2006-12-01,2370.00
2006-12-04,-4542.50
2006-12-05,-592.50
2006-12-06,790.00
2006-12-07,592.50
2006-12-08,1580.00
2006-12-11,-395.00
2006-12-12,1382.50
2006-12-13,1185.00
2006-12-14,-5135.00
2006-12-15,987.50
2006-12-18,10862.50
2006-12-19,395.00
2006-12-20,-2962.50
2006-12-21,1185.00
2006-12-22,790.00
2006-12-26,-7505.00
2006-12-27,-7307.50
2006-12-28,-592.50
2006-12-29,5727.50
2007-01-03,4345.00
2007-01-04,-7702.50
2007-01-05,20540.00
