date,pnl
2009-08-06,-1200.00
2009-08-07,400.00
2009-08-10,400.00
2009-08-11,800.00
2009-08-12,-1600.00
2009-08-13,400.00
2009-08-14,2400.00
2009-08-17,-400.00
2009-08-18,-800.00
2009-08-19,1200.00
2009-08-20,1600.00
2009-08-21,-1600.00
2009-08-24,-800.00
2009-08-25,800.00
2009-08-26,400.00
2009-08-27,400.00
2009-08-28,800.00
2009-08-31,2400.00
2009-09-01,1600.00
2009-09-02,1200.00
2009-09-03,0.00
2009-09-04,800.00
2009-09-08,-400.00
2009-09-09,-3400.00
2009-09-10,-3800.00
2009-09-11,0.00
2009-09-14,-2800.00
2009-09-15,-1600.00
