date,pnl
2015-03-03,-1780.00
2015-03-04,445.00
2015-03-05,-1335.00
2015-03-06,-0.00
2015-03-09,1335.00
2015-03-10,-890.00
2015-03-11,0.00
2015-03-12,890.00
2015-03-13,-1335.00
2015-03-16,1780.00
2015-03-17,890.00
2015-03-18,445.00
2015-03-19,1335.00
2015-03-20,0.00
2015-03-23,0.00
2015-03-24,445.00
2015-03-25,-445.00
2015-03-26,445.00
2015-03-27,2670.00
2015-03-30,-3115.00
2015-03-31,1780.00
2015-04-01,890.00
2015-04-02,-2670.00
2015-04-06,3115.00
2015-04-07,890.00
2015-04-08,-2225.00
2015-04-09,1335.00
2015-04-10,445.00
2015-04-13,-1780.00
2015-04-14,1335.00
2015-04-15,-1780.00
