date,pnl
2009-05-07,-880.00
2009-05-08,1320.00
2009-05-11,2640.00
2009-05-12,-0.00
2009-05-13,-2640.00
2009-05-14,1760.00
2009-05-15,440.00
2009-05-18,4840.00
2009-05-19,880.00
2009-05-20,440.00
2009-05-21,-2200.00
2009-05-22,2200.00
2009-05-26,440.00
2009-05-27,1320.00
2009-05-28,880.00
2009-05-29,1320.00
2009-06-01,-4400.00
2009-06-02,-440.00
2009-06-03,880.00
2009-06-04,-1320.00
2009-06-05,440.00
2009-06-08,440.00
2009-06-09,-440.00
2009-06-10,4620.00
2009-06-11,-1980.00
2009-06-12,-0.00
2009-06-15,7040.00
