date,pnl
2016-08-09,-890.00
2016-08-10,1780.00
2016-08-11,-0.00
2016-08-12,890.00
2016-08-15,-1780.00
2016-08-16,890.00
2016-08-17,890.00
2016-08-18,1335.00
2016-08-19,-445.00
2016-08-22,445.00
2016-08-23,-890.00
2016-08-24,-445.00
2016-08-25,445.00
2016-08-26,-890.00
2016-08-29,890.00
2016-08-30,-445.00
2016-08-31,1780.00
2016-09-01,-1335.00
2016-09-02,-890.00
2016-09-06,445.00
2016-09-07,-890.00
2016-09-08,445.00
2016-09-09,4895.00
2016-09-12,0.00
2016-09-13,445.00
2016-09-14,890.00
2016-09-15,445.00
2016-09-16,1335.00
2016-09-19,-445.00
2016-09-20,445.00
2016-09-21,-1335.00
2016-09-22,-5340.00
