date,pnl
2007-08-10,-2400.00
2007-08-13,3360.00
2007-08-14,-1440.00
2007-08-15,2880.00
2007-08-16,0.00
2007-08-17,-3360.00
2007-08-20,2400.00
2007-08-21,2880.00
2007-08-22,480.00
2007-08-23,-0.00
2007-08-24,480.00
2007-08-27,1920.00
2007-08-28,-2400.00
2007-08-29,480.00
2007-08-30,0.00
2007-08-31,480.00
2007-09-04,960.00
2007-09-05,-480.00
2007-09-06,-960.00
2007-09-07,-2400.00
2007-09-10,2880.00
2007-09-11,2400.00
2007-09-12,960.00
2007-09-13,-960.00
2007-09-14,2400.00
2007-09-17,-0.00
2007-09-18,1920.00
2007-09-19,-1440.00
2007-09-20,2880.00
2007-09-21,-960.00
2007-09-24,7200.00
