date,pnl
2015-06-09,1395.00
2015-06-10,1395.00
2015-06-11,0.00
2015-06-12,465.00
2015-06-15,-465.00
2015-06-16,-3255.00
2015-06-17,930.00
2015-06-18,930.00
2015-06-19,2325.00
2015-06-22,930.00
2015-06-23,465.00
2015-06-24,-930.00
2015-06-25,-0.00
2015-06-26,-465.00
2015-06-29,-2790.00
2015-06-30,2325.00
2015-07-01,3255.00
2015-07-02,-465.00
2015-07-06,-3255.00
2015-07-07,2325.00
2015-07-08,465.00
2015-07-09,2325.00
2015-07-10,2325.00
2015-07-13,2325.00
2015-07-14,1395.00
2015-07-15,930.00
2015-07-16,0.00
2015-07-17,4185.00
