,strategy_code,trade nr.,expiration,entry_date,strikes,entry_price,exit_date,DIT,DTE,pnl,max risk,position size,percentage,exit
28,DPE,28,2009-04-18,2009-02-04,450/420/380,1.05,2009-02-20,16,57,4500,-99450,90,4.52%,le
29,DPE,29,2009-05-16,2009-03-02,370/340/300,1.4,2009-03-23,21,54,434,-99180,87,0.44%,ew
30,DPE,30,2009-06-20,2009-04-06,450/420/380,0.75,2009-05-06,30,45,8370,-99975,93,8.37%,ew
31,DPE,31,2009-07-18,2009-05-07,490/460/420,1.2,2009-06-09,33,39,5562,-99680,89,5.58%,ue
32,DPE,32,2009-08-22,2009-06-08,530/500/460,1.4,2009-06-29,21,54,19574,-99180,87,19.74%,tp
33,DPE,33,2009-09-19,2009-07-06,490/460/420,2.05,2009-07-24,18,57,-4919,-98810,82,-4.98%,ew
34,DPE,34,2009-10-17,2009-08-05,570/540/500,2.35,2009-09-15,41,32,-3200,-98800,80,-3.24%,ue
35,DPE,35,2009-11-21,2009-09-17,620/590/550,2.4,2009-10-19,32,33,14400,-99200,80,14.52%,tp
36,DPE,36,2009-12-19,2009-10-12,610/580/540,2.2,2009-10-28,16,52,1619,-98820,81,1.64%,le
37,DPE,37,2010-01-16,2009-11-02,560/530/490,1.55,2009-12-08,36,39,215,-99330,86,0.22%,ue
38,DPE,38,2010-02-20,2009-12-08,600/570/530,2.0,2010-01-11,34,40,-4565,-99600,83,-4.58%,ew
39,DPE,39,2010-03-20,2010-01-06,640/610/570,2.45,2010-01-28,22,51,16800,-99600,80,16.87%,tp
40,DPE,40,2010-04-17,2010-02-03,610/580/540,2.75,2010-03-05,30,43,-14040,-99450,78,-14.12%,ew
41,DPE,41,2010-05-22,2010-03-12,680/650/610,2.95,2010-04-14,33,38,-11550,-99715,77,-11.58%,ue
42,DPE,42,2010-06-19,2010-04-07,700/670/630,2.65,2010-05-07,30,43,-12244,-99935,79,-12.25%,le
43,DPE,43,2010-07-17,2010-05-04,710/680/640,1.15,2010-05-07,3,71,-14239,-99235,89,-14.35%,le
44,DPE,44,2010-08-21,2010-06-07,620/590/550,0.05,2010-07-07,30,45,21284,-99494,99,21.39%,tp
45,DPE,45,2010-09-18,2010-07-06,590/560/520,0.9,2010-08-10,35,39,227,-99189,91,0.23%,ue
46,DPE,46,2010-10-16,2010-08-03,660/630/590,1.35,2010-08-12,9,65,-439,-99879,88,-0.44%,le
47,DPE,47,2010-11-20,2010-09-07,630/600/560,1.15,2010-10-12,35,39,-2002,-99234,89,-2.02%,ue
48,DPE,48,2010-12-18,2010-10-04,670/640/600,1.0,2010-11-05,32,43,450,-99000,90,0.45%,ew
49,DPE,49,2011-01-22,2010-11-09,720/690/650,1.65,2010-12-13,34,40,-3400,-99024,85,-3.43%,ew
50,DPE,50,2011-02-19,2010-12-08,760/730/690,1.45,2011-01-11,34,39,1087,-99615,87,1.09%,ue
51,DPE,51,2011-03-19,2011-01-04,790/760/720,1.1,2011-02-11,38,36,5625,-99900,90,5.63%,ue
52,DPE,52,2011-04-16,2011-02-02,800/770/730,1.55,2011-03-29,55,18,3010,-99330,86,3.03%,ew
53,DPE,53,2011-05-21,2011-03-07,820/790/750,0.7,2011-04-13,37,38,19994,-99510,93,20.09%,tp
54,DPE,54,2011-06-18,2011-04-07,850/820/780,0.9,2011-05-09,32,40,20930,-99190,91,21.1%,tp
55,DPE,55,2011-07-16,2011-05-02,850/820/780,0.3,2011-05-18,16,59,20855,-99910,97,20.87%,tp
56,DPE,56,2011-08-20,2011-06-06,800/770/730,1.35,2011-07-08,32,43,880,-99880,88,0.88%,ew
57,DPE,57,2011-09-17,2011-07-08,850/820/780,1.65,2011-07-27,19,52,-3400,-99025,85,-3.43%,le
58,DPE,58,2011-10-22,2011-08-08,670/640/600,0.0,2011-09-14,37,38,5940,-99000,99,6.0%,ue
59,DPE,59,2011-11-19,2011-09-06,680/650/610,-0.65,2011-10-03,27,47,-7949,-99109,106,-8.02%,le
60,DPE,60,2011-12-17,2011-10-03,620/590/550,-1.0,2011-10-27,24,51,14152,-99900,111,14.17%,ew
61,DPE,61,2012-01-21,2011-11-07,740/710/670,0.05,2011-11-22,15,60,-3465,-99495,99,-3.48%,le
62,DPE,62,2012-02-18,2011-12-07,750/720/680,0.55,2011-12-14,7,66,-7990,-99170,94,-8.06%,le
63,DPE,63,2012-03-17,2012-01-04,750/720/680,0.6,2012-02-03,30,43,470,-99640,94,0.47%,ew
64,DPE,64,2012-04-21,2012-02-06,830/800/760,1.25,2012-03-06,29,46,10119,-99000,88,10.22%,le
65,DPE,65,2012-05-19,2012-03-05,800/770/730,0.9,2012-04-18,44,31,16834,-99190,91,16.97%,tp
66,DPE,66,2012-06-16,2012-04-03,830/800/760,1.1,2012-04-10,7,67,-3600,-99900,90,-3.6%,le
67,DPE,67,2012-07-21,2012-05-08,790/760/720,1.2,2012-05-18,10,64,-7120,-99680,89,-7.14%,le
68,DPE,68,2012-08-18,2012-06-04,730/700/660,0.45,2012-07-02,28,47,2612,-99275,95,2.63%,ew
69,DPE,69,2012-09-22,2012-07-09,800/770/730,1.35,2012-08-13,35,40,19800,-99880,88,19.82%,tp
70,DPE,70,2012-10-20,2012-08-08,800/770/730,1.65,2012-09-11,34,39,-2550,-99025,85,-2.58%,ue
71,DPE,71,2012-11-17,2012-09-05,820/790/750,1.25,2012-10-10,35,38,20239,-99000,88,20.44%,tp
72,DPE,72,2012-12-22,2012-10-08,840/810/770,2.15,2012-11-08,31,44,15580,-99630,82,15.64%,le
