date,pnl
2008-01-15,-450.00
2008-01-16,900.00
2008-01-17,-1350.00
2008-01-18,450.00
2008-01-22,1800.00
2008-01-23,4950.00
2008-01-24,-3150.00
2008-01-25,-900.00
2008-01-28,0.00
2008-01-29,450.00
2008-01-30,1800.00
2008-01-31,-900.00
2008-02-01,900.00
2008-02-04,-450.00
2008-02-05,-1800.00
2008-02-06,-0.00
2008-02-07,2250.00
2008-02-08,1800.00
2008-02-11,2700.00
2008-02-12,450.00
2008-02-13,-900.00
2008-02-14,3600.00
2008-02-15,1350.00
2008-02-19,3600.00
