date,pnl
2014-07-18,5362.50
2014-07-21,-195.00
2014-07-22,2340.00
2014-07-23,585.00
2014-07-24,-780.00
2014-07-25,-1560.00
2014-07-28,-585.00
2014-07-29,390.00
2014-07-30,1365.00
2014-07-31,-6240.00
2014-08-01,-1950.00
2014-08-04,3900.00
2014-08-05,-1560.00
2014-08-06,2145.00
2014-08-07,-1365.00
2014-08-08,3510.00
2014-08-11,3315.00
2014-08-12,-1170.00
2014-08-13,2730.00
