date,pnl
2011-03-08,930.00
2011-03-09,2790.00
2011-03-10,-6510.00
2011-03-11,6045.00
2011-03-14,-3720.00
2011-03-15,-4185.00
2011-03-16,930.00
2011-03-17,930.00
2011-03-18,6510.00
2011-03-21,6045.00
2011-03-22,-1860.00
2011-03-23,3255.00
2011-03-24,-5115.00
2011-03-25,465.00
2011-03-28,-465.00
2011-03-29,465.00
2011-03-30,1860.00
2011-03-31,0.00
2011-04-01,-465.00
2011-04-04,1395.00
2011-04-05,-930.00
2011-04-06,2325.00
2011-04-07,-465.00
2011-04-08,2790.00
2011-04-11,2325.00
2011-04-12,1395.00
2011-04-13,3720.00
