date,pnl
2007-06-06,415.00
2007-06-07,830.00
2007-06-08,2075.00
2007-06-11,830.00
2007-06-12,-830.00
2007-06-13,415.00
2007-06-14,-415.00
2007-06-15,-1660.00
2007-06-18,830.00
2007-06-19,830.00
2007-06-20,1245.00
2007-06-21,-1660.00
2007-06-22,415.00
2007-06-25,1660.00
2007-06-26,415.00
2007-06-27,1245.00
2007-06-28,1245.00
2007-06-29,-1660.00
2007-07-02,-1245.00
2007-07-03,2075.00
2007-07-05,0.00
2007-07-06,-415.00
2007-07-09,830.00
2007-07-10,3735.00
2007-07-11,415.00
2007-07-12,-4980.00
2007-07-13,-415.00
2007-07-16,5395.00
2007-07-17,-1660.00
2007-07-18,4565.00
