date,pnl
2013-08-08,-425.00
2013-08-09,-2550.00
2013-08-12,-1275.00
2013-08-13,2125.00
2013-08-14,-850.00
2013-08-15,425.00
2013-08-16,2125.00
2013-08-19,425.00
2013-08-20,1700.00
2013-08-21,-2550.00
2013-08-22,850.00
2013-08-23,2125.00
2013-08-26,1275.00
2013-08-27,-1700.00
2013-08-28,-425.00
2013-08-29,1700.00
2013-08-30,-6375.00
2013-09-03,6800.00
2013-09-04,3400.00
2013-09-05,-2550.00
2013-09-06,2550.00
2013-09-09,-3400.00
2013-09-10,425.00
2013-09-11,850.00
2013-09-12,425.00
2013-09-13,-0.00
2013-09-16,850.00
2013-09-17,-4037.50
2013-09-18,-1912.50
