date,pnl
2017-04-04,-2225.00
2017-04-05,-890.00
2017-04-06,445.00
2017-04-07,1780.00
2017-04-10,-445.00
2017-04-11,445.00
2017-04-12,-1780.00
2017-04-13,445.00
2017-04-17,4450.00
2017-04-18,0.00
2017-04-19,0.00
2017-04-20,0.00
2017-04-21,-0.00
2017-04-24,-890.00
2017-04-25,-445.00
2017-04-26,-1335.00
2017-04-27,1335.00
2017-04-28,4005.00
2017-05-01,-890.00
2017-05-02,2225.00
2017-05-03,2225.00
2017-05-04,445.00
2017-05-05,-1335.00
2017-05-08,3115.00
2017-05-09,0.00
2017-05-10,-3115.00
2017-05-11,2225.00
2017-05-12,1780.00
2017-05-15,890.00
2017-05-16,-890.00
2017-05-17,8900.00
