date,pnl
2011-01-05,1780.00
2011-01-06,-445.00
2011-01-07,-2670.00
2011-01-10,1780.00
2011-01-11,2225.00
2011-01-12,0.00
2011-01-13,3115.00
2011-01-14,-2670.00
2011-01-18,445.00
2011-01-19,4005.00
2011-01-20,-1335.00
2011-01-21,-890.00
2011-01-24,5340.00
2011-01-25,1780.00
2011-01-26,-3560.00
2011-01-27,890.00
2011-01-28,3115.00
2011-01-31,-890.00
2011-02-01,-3115.00
2011-02-02,1335.00
2011-02-03,0.00
2011-02-04,-0.00
2011-02-07,-445.00
2011-02-08,445.00
2011-02-09,-890.00
2011-02-10,-890.00
2011-02-11,-2447.50
