date,pnl
2008-08-05,445.00
2008-08-06,1780.00
2008-08-07,-0.00
2008-08-08,-1335.00
2008-08-11,-2225.00
2008-08-12,2225.00
2008-08-13,-890.00
2008-08-14,0.00
2008-08-15,445.00
2008-08-18,890.00
2008-08-19,1780.00
2008-08-20,445.00
2008-08-21,1335.00
2008-08-22,-445.00
2008-08-25,1780.00
2008-08-26,445.00
2008-08-27,0.00
2008-08-28,-2892.50
2008-08-29,1112.50
2008-09-02,1335.00
2008-09-03,-222.50
2008-09-04,3782.50
2008-09-05,890.00
2008-09-08,-2447.50
2008-09-09,3337.50
2008-09-10,445.00
2008-09-11,-0.00
2008-09-12,445.00
2008-09-15,-1780.00
2008-09-16,1335.00
2008-09-17,1780.00
2008-09-18,3115.00
