date,pnl
2014-08-15,-1202.50
2014-08-18,4255.00
2014-08-19,1295.00
2014-08-20,-555.00
2014-08-21,370.00
2014-08-22,-0.00
2014-08-25,1480.00
2014-08-26,1665.00
2014-08-27,-462.50
2014-08-28,-555.00
2014-08-29,555.00
2014-09-02,740.00
2014-09-03,-740.00
2014-09-04,-647.50
2014-09-05,1110.00
2014-09-08,925.00
2014-09-09,-1480.00
2014-09-10,647.50
2014-09-11,1110.00
2014-09-12,-1295.00
2014-09-15,-1202.50
2014-09-16,555.00
2014-09-17,1387.50
2014-09-18,647.50
