date,pnl
2009-11-05,850.00
2009-11-06,1700.00
2009-11-09,-425.00
2009-11-10,850.00
2009-11-11,-850.00
2009-11-12,425.00
2009-11-13,2125.00
2009-11-16,-4250.00
2009-11-17,850.00
2009-11-18,1275.00
2009-11-19,3400.00
2009-11-20,425.00
2009-11-23,-850.00
2009-11-24,1275.00
2009-11-25,-0.00
2009-11-27,3825.00
2009-11-30,-1275.00
2009-12-01,-850.00
2009-12-02,-2550.00
2009-12-03,850.00
2009-12-04,-3825.00
2009-12-07,-1062.50
2009-12-08,2337.50
2009-12-09,637.50
2009-12-10,1275.00
2009-12-11,-2550.00
2009-12-14,-2975.00
