date,pnl
2007-05-11,-2100.00
2007-05-14,2520.00
2007-05-15,2100.00
2007-05-16,-0.00
2007-05-17,1680.00
2007-05-18,-840.00
2007-05-21,-2520.00
2007-05-22,-1470.00
2007-05-23,1890.00
2007-05-24,5040.00
2007-05-25,-2100.00
2007-05-29,-1680.00
2007-05-30,-1470.00
2007-05-31,-1050.00
2007-06-01,-1680.00
2007-06-04,-1260.00
2007-06-05,3780.00
2007-06-06,1260.00
2007-06-07,4620.00
2007-06-08,-1470.00
2007-06-11,1260.00
2007-06-12,4410.00
2007-06-13,-2100.00
2007-06-14,-3150.00
2007-06-15,-5670.00
2007-06-18,840.00
2007-06-19,-420.00
2007-06-20,8190.00
2007-06-21,-840.00
2007-06-22,5880.00
