date,pnl
2008-08-08,-2150.00
2008-08-11,860.00
2008-08-12,-430.00
2008-08-13,-430.00
2008-08-14,-430.00
2008-08-15,1290.00
2008-08-18,-430.00
2008-08-19,1720.00
2008-08-20,430.00
2008-08-21,1720.00
2008-08-22,-860.00
2008-08-25,1720.00
2008-08-26,860.00
2008-08-27,860.00
2008-08-28,-1935.00
2008-08-29,215.00
2008-09-02,1290.00
2008-09-03,-430.00
2008-09-04,3440.00
2008-09-05,860.00
2008-09-08,-1720.00
2008-09-09,2580.00
2008-09-10,430.00
2008-09-11,430.00
2008-09-12,-1290.00
2008-09-15,-430.00
2008-09-16,860.00
2008-09-17,-1290.00
2008-09-18,-6880.00
2008-09-19,-1720.00
