date,pnl
2008-05-08,430.00
2008-05-09,430.00
2008-05-12,860.00
2008-05-13,-1290.00
2008-05-14,430.00
2008-05-15,0.00
2008-05-16,430.00
2008-05-19,860.00
2008-05-20,-860.00
2008-05-21,1290.00
2008-05-22,-430.00
2008-05-23,1720.00
2008-05-27,0.00
2008-05-28,860.00
2008-05-29,-2580.00
2008-05-30,0.00
2008-06-02,2150.00
2008-06-03,-0.00
2008-06-04,-1720.00
2008-06-05,-2795.00
2008-06-06,3225.00
2008-06-09,2580.00
2008-06-10,1720.00
2008-06-11,4300.00
2008-06-12,2150.00
2008-06-13,-1290.00
2008-06-16,-2365.00
2008-06-17,1290.00
2008-06-18,3870.00
