date,pnl
2017-11-07,-850.00
2017-11-08,-1275.00
2017-11-09,-2125.00
2017-11-10,3400.00
2017-11-13,-850.00
2017-11-14,4250.00
2017-11-15,-5100.00
2017-11-16,2975.00
2017-11-17,-2125.00
2017-11-20,2125.00
2017-11-21,-850.00
2017-11-22,1700.00
2017-11-24,-2975.00
2017-11-27,425.00
2017-11-28,-1275.00
2017-11-29,-2550.00
2017-11-30,850.00
2017-12-01,425.00
2017-12-04,-0.00
2017-12-05,2125.00
2017-12-06,2975.00
2017-12-07,-2125.00
2017-12-08,2125.00
2017-12-11,1700.00
2017-12-12,850.00
2017-12-13,-2550.00
2017-12-14,5100.00
2017-12-15,-8925.00
