date,pnl
2010-03-16,750.00
2010-03-17,-1125.00
2010-03-18,375.00
2010-03-19,1125.00
2010-03-22,-750.00
2010-03-23,-750.00
2010-03-24,1875.00
2010-03-25,-750.00
2010-03-26,1500.00
2010-03-29,1875.00
2010-03-30,1125.00
2010-03-31,750.00
2010-04-01,-750.00
2010-04-05,-2250.00
2010-04-06,-2437.50
2010-04-07,2437.50
2010-04-08,-1687.50
2010-04-09,187.50
2010-04-12,-2062.50
2010-04-13,-1687.50
2010-04-14,-6187.50
2010-04-15,-375.00
2010-04-16,2625.00
2010-04-19,2625.00
2010-04-20,-4125.00
2010-04-21,-4875.00
2010-04-22,-1875.00
2010-04-23,-2250.00
2010-04-26,750.00
2010-04-27,5812.50
2010-04-28,-1687.50
2010-04-29,-4687.50
2010-04-30,6937.50
2010-05-03,-4312.50
2010-05-04,12000.00
2010-05-05,3937.50
2010-05-06,-937.50
2010-05-07,8250.00
2010-05-10,750.00
