date,pnl
2019-10-14,3465.00
2019-10-15,495.00
2019-10-16,165.00
2019-10-17,-1485.00
2019-10-18,825.00
2019-10-21,-165.00
2019-10-22,330.00
2019-10-23,495.00
2019-10-24,825.00
2019-10-25,-990.00
2019-10-28,-2475.00
2019-10-29,-330.00
2019-10-30,1320.00
2019-10-31,3135.00
2019-11-01,-5610.00
2019-11-04,-1650.00
2019-11-05,-1072.50
2019-11-06,2062.50
2019-11-07,-165.00
2019-11-08,-1402.50
2019-11-11,1155.00
2019-11-12,-247.50
2019-11-13,1237.50
2019-11-14,-165.00
2019-11-15,-1980.00
2019-11-18,990.00
2019-11-19,-2557.50
2019-11-20,1732.50
2019-11-21,2062.50
2019-11-22,-1567.50
2019-11-25,-7590.00
2019-11-26,-412.50
2019-11-27,-1485.00
2019-11-29,1897.50
2019-12-02,3135.00
2019-12-03,2640.00
2019-12-04,-4125.00
2019-12-05,-825.00
2019-12-06,-3795.00
2019-12-09,0.00
