date,pnl
2014-12-09,465.00
2014-12-10,-1395.00
2014-12-11,-2790.00
2014-12-12,-0.00
2014-12-15,930.00
2014-12-16,-1395.00
2014-12-17,2325.00
2014-12-18,1395.00
2014-12-19,-930.00
2014-12-22,-0.00
2014-12-23,2325.00
2014-12-24,930.00
2014-12-26,0.00
2014-12-29,-465.00
2014-12-30,-930.00
2014-12-31,-1395.00
2015-01-02,1860.00
2015-01-05,930.00
2015-01-06,465.00
2015-01-07,3255.00
2015-01-08,-465.00
2015-01-09,-1395.00
2015-01-12,465.00
2015-01-13,-1395.00
2015-01-14,2790.00
2015-01-15,1860.00
2015-01-16,4185.00
2015-01-20,-2790.00
2015-01-21,3255.00
2015-01-22,930.00
2015-01-23,0.00
