date,pnl
2007-08-07,470.00
2007-08-08,-940.00
2007-08-09,-940.00
2007-08-10,-1410.00
2007-08-13,5170.00
2007-08-14,-2350.00
2007-08-15,-5640.00
2007-08-16,-470.00
2007-08-17,4230.00
2007-08-20,940.00
2007-08-21,470.00
2007-08-22,0.00
2007-08-23,2350.00
2007-08-24,-1410.00
2007-08-27,1410.00
2007-08-28,-1880.00
2007-08-29,1410.00
2007-08-30,-940.00
2007-08-31,940.00
2007-09-04,-470.00
2007-09-05,-940.00
2007-09-06,470.00
2007-09-07,0.00
2007-09-10,1880.00
2007-09-11,0.00
2007-09-12,1880.00
2007-09-13,470.00
2007-09-14,0.00
2007-09-17,1880.00
2007-09-18,-1880.00
