date,pnl
2011-12-06,0.00
2011-12-07,5500.00
2011-12-08,-7500.00
2011-12-09,500.00
2011-12-12,1500.00
2011-12-13,-1000.00
2011-12-14,1500.00
2011-12-15,1000.00
2011-12-16,4000.00
2011-12-19,-2000.00
2011-12-20,4000.00
2011-12-21,500.00
2011-12-22,1500.00
2011-12-23,-500.00
2011-12-27,3000.00
2011-12-28,-500.00
2011-12-29,-500.00
2011-12-30,3500.00
2012-01-03,-1500.00
2012-01-04,2000.00
2012-01-05,1500.00
2012-01-06,1500.00
2012-01-09,1500.00
2012-01-10,-3000.00
2012-01-11,1000.00
2012-01-12,-1500.00
