date,pnl
2014-03-04,-3220.00
2014-03-05,1840.00
2014-03-06,-1380.00
2014-03-07,1380.00
2014-03-10,-1840.00
2014-03-11,1840.00
2014-03-12,-0.00
2014-03-13,3220.00
2014-03-14,-920.00
2014-03-17,-1380.00
2014-03-18,920.00
2014-03-19,460.00
2014-03-20,-920.00
2014-03-21,1840.00
2014-03-24,3220.00
2014-03-25,-1380.00
2014-03-26,3680.00
2014-03-27,-2300.00
2014-03-28,2760.00
2014-03-31,1840.00
2014-04-01,-1840.00
2014-04-02,-0.00
2014-04-03,3220.00
2014-04-04,-920.00
2014-04-07,0.00
2014-04-08,3220.00
2014-04-09,460.00
2014-04-10,-5520.00
