date,pnl
2015-03-12,3422.50
2015-03-13,-740.00
2015-03-16,1295.00
2015-03-17,555.00
2015-03-18,1850.00
2015-03-19,647.50
2015-03-20,740.00
2015-03-23,555.00
2015-03-24,-185.00
2015-03-25,-2497.50
2015-03-26,-647.50
2015-03-27,1202.50
2015-03-30,1757.50
2015-03-31,-925.00
2015-04-01,-92.50
2015-04-02,832.50
2015-04-06,925.00
2015-04-07,0.00
2015-04-08,740.00
2015-04-09,-92.50
