date,pnl
2019-09-09,-990.00
2019-09-10,1485.00
2019-09-11,990.00
2019-09-12,-990.00
2019-09-13,990.00
2019-09-16,-0.00
2019-09-17,0.00
2019-09-18,-495.00
2019-09-19,1980.00
2019-09-20,-990.00
2019-09-23,-0.00
2019-09-24,-990.00
2019-09-25,2475.00
2019-09-26,-990.00
2019-09-27,-990.00
2019-09-30,2475.00
2019-10-01,-0.00
2019-10-02,-4950.00
2019-10-03,495.00
2019-10-04,5445.00
2019-10-07,495.00
2019-10-08,-495.00
2019-10-09,-2475.00
2019-10-10,3465.00
2019-10-11,3960.00
2019-10-14,1980.00
2019-10-15,2970.00
2019-10-16,-495.00
2019-10-17,-1485.00
