date,pnl
2009-11-10,-0.00
2009-11-11,405.00
2009-11-12,-0.00
2009-11-13,-0.00
2009-11-16,-2025.00
2009-11-17,1620.00
2009-11-18,405.00
2009-11-19,3240.00
2009-11-20,2025.00
2009-11-23,-405.00
2009-11-24,2025.00
2009-11-25,810.00
2009-11-27,-0.00
2009-11-30,1620.00
2009-12-01,0.00
2009-12-02,-2025.00
2009-12-03,-0.00
2009-12-04,-2430.00
2009-12-07,-0.00
2009-12-08,2025.00
2009-12-09,1620.00
2009-12-10,1620.00
2009-12-11,-2632.50
2009-12-14,-4050.00
2009-12-15,1215.00
2009-12-16,-2025.00
2009-12-17,3037.50
2009-12-18,-2632.50
2009-12-21,-5670.00
2009-12-22,-3847.50
