,ON,w1,m1,m2,m3,m6,m12
2007-02-04,5.35,5.32,5.32,5.34,5.35,5.33,5.22
2007-02-05,5.31,5.32,5.32,5.34,5.36,5.36,5.29
2007-02-06,5.31,5.32,5.32,5.34,5.36,5.36,5.29
2007-02-07,5.36,5.32,5.32,5.34,5.36,5.38,5.39
2007-02-08,5.35,5.32,5.33,5.35,5.36,5.32,5.23
2007-02-09,5.35,5.32,5.33,5.35,5.36,5.32,5.23
2007-02-10,5.04,5.06,5.13,5.17,5.24,5.16,4.98
2007-02-11,4.63,4.65,4.68,4.87,4.86,4.79,4.62
2007-02-12,4.63,4.65,4.68,4.87,4.86,4.79,4.62
2007-02-13,5.29,5.3,5.32,5.34,5.36,5.4,5.42
2007-02-14,5.3,5.3,5.32,5.34,5.36,5.4,5.42
2007-02-15,5.33,5.3,5.32,5.34,5.36,5.39,5.39
2007-02-16,5.3,5.3,5.32,5.34,5.36,5.38,5.36
2007-02-17,5.3,5.3,5.32,5.34,5.36,5.38,5.36
2007-02-18,5.3,5.3,5.32,5.34,5.36,5.38,5.36
2007-02-19,5.3,5.3,5.32,5.34,5.36,5.39,5.37
2007-02-20,5.3,5.31,5.32,5.34,5.36,5.39,5.37
2007-02-21,5.3,5.31,5.32,5.34,5.36,5.38,5.35
2007-02-22,5.29,5.31,5.32,5.34,5.36,5.39,5.37
2007-02-23,5.29,5.31,5.32,5.34,5.36,5.39,5.39
2007-02-24,5.29,5.31,5.32,5.34,5.36,5.39,5.39
2007-02-25,5.29,5.31,5.32,5.34,5.36,5.39,5.39
2007-02-26,5.3,5.31,5.32,5.34,5.36,5.38,5.35
2007-02-27,5.3,5.31,5.32,5.34,5.36,5.37,5.33
2007-02-28,5.34,5.31,5.32,5.34,5.35,5.33,5.24
2007-03-01,5.3,5.31,5.32,5.34,5.36,5.37,5.31
2007-03-02,5.3,5.31,5.32,5.34,5.36,5.37,5.31
2007-03-03,5.3,5.31,5.32,5.34,5.36,5.37,5.31
2007-03-04,5.31,5.31,5.32,5.34,5.35,5.33,5.23
2007-03-05,5.3,5.32,5.32,5.34,5.36,5.36,5.29
2007-03-06,5.3,5.32,5.32,5.34,5.36,5.36,5.29
2007-03-07,5.33,5.32,5.32,5.34,5.36,5.38,5.39
2007-03-08,5.32,5.32,5.33,5.35,5.36,5.31,5.22
2007-03-09,5.59,5.77,5.76,5.7,5.67,5.55,5.26
2007-03-10,4.97,5.06,5.12,5.17,5.24,5.17,4.95
2007-03-11,4.97,5.06,5.12,5.17,5.24,5.17,4.95
2007-03-12,4.7,4.87,5.25,5.16,5.14,4.9,4.43
2007-03-13,5.3,5.31,5.32,5.34,5.35,5.33,5.22
2007-03-14,5.3,5.31,5.32,5.34,5.35,5.3,5.14
2007-03-15,5.36,5.31,5.32,5.34,5.35,5.31,5.19
2007-03-16,5.3,5.31,5.32,5.34,5.35,5.32,5.2
2007-03-17,5.3,5.31,5.32,5.34,5.35,5.32,5.2
2007-03-18,5.3,5.31,5.32,5.34,5.35,5.32,5.2
2007-03-19,5.3,5.31,5.32,5.34,5.35,5.34,5.23
2007-03-20,5.3,5.31,5.32,5.34,5.35,5.34,5.24
2007-03-21,5.3,5.31,5.32,5.34,5.35,5.34,5.24
2007-03-22,5.3,5.33,5.32,5.34,5.35,5.31,5.18
2007-03-23,5.3,5.34,5.32,5.34,5.35,5.32,5.21
2007-03-24,5.3,5.34,5.32,5.34,5.35,5.32,5.21
2007-03-25,5.3,5.34,5.32,5.34,5.35,5.32,5.21
2007-03-26,5.3,5.34,5.32,5.34,5.35,5.33,5.23
2007-03-27,5.3,5.34,5.32,5.34,5.35,5.33,5.21
2007-03-28,5.31,5.34,5.32,5.34,5.35,5.32,5.21
2007-03-29,5.36,5.32,5.32,5.34,5.35,5.32,5.2
2007-03-30,5.48,5.32,5.32,5.34,5.35,5.33,5.22
2007-03-31,5.48,5.32,5.32,5.34,5.35,5.33,5.22
2007-04-01,5.3,5.31,5.32,5.34,5.36,5.36,5.29
2007-04-02,5.3,5.31,5.32,5.34,5.36,5.36,5.29
2007-04-03,5.3,5.31,5.32,5.34,5.36,5.36,5.29
2007-04-04,5.32,5.31,5.32,5.34,5.35,5.34,5.24
2007-04-05,5.3,5.32,5.32,5.34,5.36,5.37,5.32
2007-04-06,5.31,5.32,5.32,5.34,5.36,5.39,5.44
2007-04-07,5.33,5.32,5.32,5.34,5.36,5.38,5.4
2007-04-08,5.33,5.32,5.32,5.34,5.36,5.38,5.4
2007-04-09,5.51,5.78,5.8,5.73,5.7,5.56,5.25
2007-04-10,4.89,5.05,5.12,5.17,5.24,5.18,5.0
2007-04-11,4.89,5.05,5.12,5.17,5.24,5.18,5.0
2007-04-12,4.73,4.88,5.25,5.17,5.15,4.91,4.42
2007-04-13,5.34,5.32,5.32,5.34,5.36,5.37,5.33
2007-04-14,5.34,5.32,5.32,5.34,5.36,5.37,5.33
2007-04-15,5.34,5.32,5.32,5.34,5.36,5.37,5.33
2007-04-16,5.34,5.32,5.32,5.34,5.36,5.37,5.35
2007-04-17,5.38,5.32,5.32,5.34,5.36,5.37,5.34
2007-04-18,5.33,5.32,5.32,5.34,5.36,5.36,5.29
2007-04-19,5.3,5.32,5.32,5.34,5.36,5.35,5.25
2007-04-20,5.28,5.32,5.32,5.34,5.36,5.35,5.27
2007-04-21,5.28,5.32,5.32,5.34,5.36,5.35,5.27
2007-04-22,5.28,5.32,5.32,5.34,5.36,5.35,5.27
2007-04-23,5.29,5.32,5.32,5.34,5.36,5.36,5.28
2007-04-24,5.29,5.32,5.32,5.34,5.36,5.35,5.26
2007-04-25,5.29,5.32,5.32,5.34,5.36,5.35,5.24
2007-04-26,5.29,5.32,5.32,5.34,5.36,5.36,5.27
2007-04-27,5.3,5.32,5.32,5.34,5.36,5.36,5.3
2007-04-28,5.3,5.32,5.32,5.34,5.36,5.36,5.3
2007-04-29,5.3,5.32,5.32,5.34,5.36,5.36,5.3
2007-04-30,5.36,5.32,5.32,5.34,5.36,5.36,5.3
2007-05-01,5.3,5.3,5.32,5.34,5.36,5.35,5.25
2007-05-02,5.29,5.3,5.32,5.34,5.36,5.4,5.41
2007-05-03,5.3,5.3,5.32,5.33,5.33,5.26,5.12
2007-05-04,5.34,5.32,5.32,5.34,5.35,5.33,5.23
2007-05-05,5.34,5.32,5.32,5.34,5.35,5.33,5.23
2007-05-06,5.3,5.32,5.32,5.34,5.36,5.39,5.45
2007-05-07,5.31,5.32,5.32,5.34,5.36,5.39,5.42
2007-05-08,5.31,5.32,5.32,5.34,5.36,5.39,5.42
2007-05-09,5.51,5.77,5.82,5.75,5.72,5.6,5.28
2007-05-10,4.81,5.03,5.12,5.17,5.24,5.18,4.99
2007-05-11,4.63,4.65,4.67,4.88,4.88,4.81,4.6
2007-05-12,4.7,4.86,5.25,5.17,5.15,4.9,4.43
2007-05-13,4.7,4.86,5.25,5.17,5.15,4.9,4.43
2007-05-14,5.3,5.31,5.32,5.34,5.36,5.36,5.32
2007-05-15,5.34,5.31,5.32,5.34,5.36,5.37,5.32
2007-05-16,5.31,5.31,5.32,5.34,5.36,5.36,5.31
2007-05-17,5.3,5.31,5.32,5.34,5.36,5.36,5.32
2007-05-18,5.3,5.31,5.32,5.34,5.36,5.37,5.34
2007-05-19,5.3,5.31,5.32,5.34,5.36,5.37,5.34
2007-05-20,5.3,5.31,5.32,5.34,5.36,5.37,5.34
2007-05-21,5.3,5.31,5.32,5.34,5.36,5.38,5.37
2007-05-22,5.3,5.32,5.32,5.34,5.36,5.37,5.36
2007-05-23,5.3,5.32,5.32,5.34,5.36,5.38,5.38
2007-05-24,5.3,5.32,5.32,5.34,5.36,5.38,5.37
2007-05-25,5.3,5.32,5.32,5.34,5.36,5.38,5.37
2007-05-26,5.3,5.32,5.32,5.34,5.36,5.38,5.37
2007-05-27,5.3,5.32,5.32,5.34,5.36,5.38,5.37
2007-05-28,5.3,5.32,5.32,5.34,5.36,5.38,5.37
2007-05-29,5.31,5.32,5.32,5.34,5.36,5.38,5.39
2007-05-30,5.34,5.32,5.32,5.34,5.36,5.38,5.39
2007-05-31,5.36,5.32,5.32,5.34,5.36,5.38,5.39
2007-06-01,5.36,5.32,5.32,5.34,5.36,5.38,5.39
2007-06-02,5.29,5.3,5.32,5.34,5.36,5.4,5.41
2007-06-03,5.3,5.31,5.32,5.33,5.34,5.3,5.18
2007-06-04,5.3,5.31,5.32,5.33,5.34,5.3,5.18
2007-06-05,5.3,5.31,5.32,5.33,5.34,5.3,5.18
2007-06-06,5.3,5.32,5.32,5.34,5.36,5.4,5.46
2007-06-07,5.3,5.32,5.32,5.34,5.36,5.39,5.45
2007-06-08,5.32,5.32,5.33,5.34,5.36,5.26,5.12
2007-06-09,5.47,5.76,5.82,5.75,5.72,5.56,5.23
2007-06-10,5.47,5.76,5.82,5.75,5.72,5.56,5.23
2007-06-11,4.62,4.65,4.67,4.9,4.9,4.85,4.66
2007-06-12,4.68,4.85,5.24,5.17,5.15,4.9,4.44
2007-06-13,5.3,5.32,5.32,5.34,5.36,5.41,5.51
2007-06-14,5.31,5.32,5.32,5.34,5.36,5.4,5.49
2007-06-15,5.34,5.32,5.32,5.34,5.36,5.41,5.51
2007-06-16,5.34,5.32,5.32,5.34,5.36,5.41,5.51
2007-06-17,5.34,5.32,5.32,5.34,5.36,5.41,5.51
2007-06-18,5.3,5.32,5.32,5.34,5.36,5.4,5.47
2007-06-19,5.3,5.32,5.32,5.34,5.36,5.4,5.46
2007-06-20,5.29,5.32,5.32,5.34,5.36,5.39,5.44
2007-06-21,5.29,5.34,5.32,5.34,5.36,5.39,5.45
2007-06-22,5.29,5.34,5.32,5.34,5.36,5.39,5.45
2007-06-23,5.29,5.34,5.32,5.34,5.36,5.39,5.45
2007-06-24,5.29,5.34,5.32,5.34,5.36,5.39,5.45
2007-06-25,5.3,5.34,5.32,5.34,5.36,5.38,5.4
2007-06-26,5.3,5.35,5.32,5.34,5.36,5.38,5.39
2007-06-27,5.34,5.36,5.32,5.34,5.36,5.38,5.38
2007-06-28,5.4,5.32,5.32,5.34,5.36,5.38,5.4
2007-06-29,5.5,5.32,5.32,5.34,5.36,5.39,5.43
2007-06-30,5.5,5.32,5.32,5.34,5.36,5.39,5.43
2007-07-01,5.5,5.32,5.32,5.34,5.36,5.39,5.43
2007-07-02,5.29,5.3,5.32,5.34,5.36,5.4,5.4
2007-07-03,5.3,5.31,5.32,5.33,5.34,5.29,5.17
2007-07-04,5.3,5.31,5.32,5.33,5.34,5.29,5.17
2007-07-05,5.3,5.31,5.32,5.33,5.34,5.29,5.17
2007-07-06,5.3,5.32,5.32,5.34,5.36,5.39,5.45
2007-07-07,5.3,5.32,5.32,5.34,5.36,5.39,5.45
2007-07-08,5.33,5.32,5.33,5.35,5.36,5.28,5.16
2007-07-09,5.4,5.74,5.82,5.75,5.72,5.57,5.23
2007-07-10,5.4,5.74,5.82,5.75,5.72,5.57,5.23
2007-07-11,4.57,4.63,4.66,4.9,4.9,4.84,4.64
2007-07-12,4.55,4.74,5.24,5.16,5.14,4.93,4.49
2007-07-13,5.3,5.32,5.32,5.34,5.36,5.39,5.43
2007-07-14,5.3,5.32,5.32,5.34,5.36,5.39,5.43
2007-07-15,5.3,5.32,5.32,5.34,5.36,5.39,5.43
2007-07-16,5.35,5.32,5.32,5.34,5.36,5.39,5.42
2007-07-17,5.31,5.31,5.32,5.34,5.36,5.39,5.41
2007-07-18,5.3,5.31,5.32,5.34,5.36,5.38,5.41
2007-07-19,5.3,5.31,5.32,5.34,5.36,5.38,5.41
2007-07-20,5.3,5.31,5.32,5.34,5.36,5.38,5.4
2007-07-21,5.3,5.31,5.32,5.34,5.36,5.38,5.4
2007-07-22,5.3,5.31,5.32,5.34,5.36,5.38,5.4
2007-07-23,5.3,5.32,5.32,5.34,5.36,5.37,5.36
2007-07-24,5.3,5.32,5.32,5.34,5.36,5.37,5.38
2007-07-25,5.3,5.32,5.32,5.34,5.36,5.37,5.36
2007-07-26,5.31,5.32,5.32,5.34,5.36,5.37,5.35
2007-07-27,5.33,5.32,5.32,5.34,5.36,5.33,5.26
2007-07-28,5.33,5.32,5.32,5.34,5.36,5.33,5.26
2007-07-29,5.33,5.32,5.32,5.34,5.36,5.33,5.26
2007-07-30,5.38,5.32,5.32,5.34,5.36,5.31,5.22
2007-07-31,5.43,5.32,5.32,5.34,5.36,5.33,5.24
2007-08-01,5.3,5.3,5.32,5.35,5.36,5.37,5.3
2007-08-02,5.29,5.3,5.32,5.34,5.36,5.4,5.4
2007-08-03,5.3,5.31,5.32,5.33,5.34,5.29,5.15
2007-08-04,5.3,5.31,5.32,5.33,5.34,5.29,5.15
2007-08-05,5.3,5.31,5.32,5.34,5.36,5.36,5.3
2007-08-06,5.3,5.32,5.32,5.34,5.36,5.4,5.48
2007-08-07,5.3,5.32,5.32,5.34,5.36,5.4,5.48
2007-08-08,5.35,5.34,5.35,5.36,5.38,5.34,5.24
2007-08-09,5.35,5.34,5.35,5.36,5.38,5.34,5.24
2007-08-10,4.81,5.02,5.12,5.17,5.25,5.22,5.07
2007-08-11,4.56,4.63,4.66,4.89,4.89,4.8,4.58
2007-08-12,4.56,4.63,4.66,4.89,4.89,4.8,4.58
2007-08-13,5.77,5.82,5.61,5.58,5.56,5.4,5.24
2007-08-14,5.41,5.57,5.59,5.55,5.53,5.4,5.24
2007-08-15,5.3,5.49,5.57,5.54,5.52,5.39,5.21
2007-08-16,5.12,5.39,5.54,5.52,5.51,5.38,5.16
2007-08-17,5.3,5.42,5.51,5.51,5.5,5.36,5.07
2007-08-18,5.3,5.42,5.51,5.51,5.5,5.36,5.07
2007-08-19,5.3,5.42,5.51,5.51,5.5,5.36,5.07
2007-08-20,5.36,5.4,5.5,5.5,5.5,5.35,5.08
2007-08-21,5.35,5.42,5.5,5.5,5.49,5.33,5.04
2007-08-22,5.35,5.41,5.5,5.5,5.5,5.37,5.1
2007-08-23,5.25,5.42,5.5,5.51,5.5,5.43,5.22
2007-08-24,5.2,5.43,5.5,5.51,5.51,5.41,5.2
2007-08-25,5.2,5.43,5.5,5.51,5.51,5.41,5.2
2007-08-26,5.2,5.43,5.5,5.51,5.51,5.41,5.2
2007-08-27,5.2,5.43,5.5,5.51,5.51,5.41,5.2
2007-08-28,5.41,5.45,5.51,5.51,5.51,5.43,5.21
2007-08-29,5.64,5.6,5.56,5.55,5.54,5.43,5.18
2007-08-30,5.65,5.7,5.66,5.61,5.58,5.46,5.21
2007-08-31,5.59,5.71,5.72,5.66,5.62,5.54,5.28
2007-09-01,5.3,5.31,5.32,5.35,5.36,5.38,5.33
2007-09-02,5.29,5.3,5.32,5.34,5.36,5.4,5.4
2007-09-03,5.3,5.31,5.32,5.33,5.34,5.3,5.17
2007-09-04,5.3,5.31,5.32,5.33,5.34,5.3,5.17
2007-09-05,5.3,5.31,5.32,5.34,5.36,5.36,5.3
2007-09-06,5.3,5.31,5.32,5.34,5.36,5.36,5.3
2007-09-07,5.3,5.31,5.32,5.34,5.36,5.4,5.46
2007-09-08,5.86,5.66,5.54,5.51,5.5,5.39,5.26
2007-09-09,5.86,5.66,5.54,5.51,5.5,5.39,5.26
2007-09-10,4.85,5.0,5.12,5.16,5.25,5.21,5.06
2007-09-11,4.56,4.63,4.66,4.88,4.88,4.76,4.51
2007-09-12,4.56,4.63,4.66,4.88,4.88,4.76,4.51
2007-09-13,5.16,5.35,5.75,5.72,5.69,5.51,5.13
2007-09-14,5.13,5.27,5.61,5.63,5.65,5.46,5.12
2007-09-15,5.13,5.27,5.61,5.63,5.65,5.46,5.12
2007-09-16,5.13,5.27,5.61,5.63,5.65,5.46,5.12
2007-09-17,5.3,5.28,5.5,5.56,5.6,5.42,5.11
2007-09-18,5.33,5.26,5.5,5.55,5.59,5.42,5.11
2007-09-19,4.94,4.97,5.15,5.19,5.24,5.11,4.88
2007-09-20,4.94,5.03,5.14,5.18,5.21,5.07,4.85
2007-09-21,4.9,5.04,5.13,5.17,5.2,5.1,4.9
2007-09-22,4.9,5.04,5.13,5.17,5.2,5.1,4.9
2007-09-23,4.9,5.04,5.13,5.17,5.2,5.1,4.9
2007-09-24,4.86,5.05,5.13,5.17,5.2,5.11,4.91
2007-09-25,4.85,5.07,5.13,5.17,5.2,5.14,4.93
2007-09-26,4.88,5.07,5.13,5.17,5.2,5.14,4.93
2007-09-27,5.09,5.06,5.13,5.17,5.23,5.14,4.93
2007-09-28,5.3,5.06,5.12,5.17,5.23,5.13,4.9
2007-09-29,5.3,5.06,5.12,5.17,5.23,5.13,4.9
2007-09-30,5.3,5.06,5.12,5.17,5.23,5.13,4.9
2007-10-01,5.3,5.31,5.32,5.34,5.36,5.37,5.32
2007-10-02,5.3,5.31,5.32,5.34,5.36,5.37,5.32
2007-10-03,5.3,5.31,5.32,5.34,5.36,5.37,5.32
2007-10-04,5.34,5.32,5.32,5.34,5.36,5.36,5.32
2007-10-05,5.3,5.31,5.32,5.34,5.36,5.37,5.33
2007-10-06,5.3,5.31,5.32,5.34,5.36,5.37,5.33
2007-10-07,5.3,5.32,5.32,5.34,5.36,5.39,5.44
2007-10-08,5.96,6.01,5.62,5.59,5.58,5.4,5.23
2007-10-09,5.34,5.69,5.81,5.73,5.7,5.48,5.07
2007-10-10,4.88,4.99,5.11,5.16,5.25,5.22,5.09
2007-10-11,4.88,4.99,5.11,5.16,5.25,5.22,5.09
2007-10-12,4.55,4.6,5.23,5.16,5.13,4.97,4.55
2007-10-13,4.55,4.6,5.23,5.16,5.13,4.97,4.55
2007-10-14,4.55,4.6,5.23,5.16,5.13,4.97,4.55
2007-10-15,4.89,4.93,5.04,5.12,5.21,5.15,5.04
2007-10-16,4.88,4.92,5.04,5.11,5.21,5.13,5.02
2007-10-17,4.86,4.9,5.02,5.1,5.2,5.11,4.96
2007-10-18,4.84,4.89,5.0,5.08,5.18,5.08,4.9
2007-10-19,4.8,4.86,4.95,5.05,5.15,5.01,4.82
2007-10-20,4.8,4.86,4.95,5.05,5.15,5.01,4.82
2007-10-21,4.8,4.86,4.95,5.05,5.15,5.01,4.82
2007-10-22,4.8,4.84,4.89,4.99,5.09,4.92,4.71
2007-10-23,4.81,4.85,4.87,4.96,5.08,4.94,4.76
2007-10-24,4.8,4.85,4.86,4.95,5.07,4.9,4.69
2007-10-25,4.78,4.81,4.82,4.89,5.01,4.84,4.62
2007-10-26,4.79,4.8,4.79,4.85,4.98,4.83,4.63
2007-10-27,4.79,4.8,4.79,4.85,4.98,4.83,4.63
2007-10-28,4.79,4.8,4.79,4.85,4.98,4.83,4.63
2007-10-29,4.81,4.78,4.75,4.8,4.96,4.83,4.63
2007-10-30,4.93,4.75,4.72,4.91,4.91,4.82,4.64
2007-10-31,5.01,4.71,4.71,4.9,4.89,4.81,4.64
2007-11-01,5.3,5.31,5.32,5.34,5.36,5.38,5.34
2007-11-02,5.3,5.31,5.32,5.34,5.36,5.38,5.34
2007-11-03,5.3,5.31,5.32,5.34,5.36,5.38,5.34
2007-11-04,5.34,5.32,5.32,5.34,5.36,5.36,5.31
2007-11-05,5.3,5.31,5.32,5.34,5.36,5.36,5.29
2007-11-06,5.3,5.32,5.32,5.34,5.36,5.4,5.47
2007-11-07,5.3,5.32,5.32,5.34,5.36,5.38,5.4
2007-11-08,5.3,5.32,5.32,5.34,5.36,5.38,5.4
2007-11-09,5.3,5.62,5.8,5.73,5.7,5.49,5.08
2007-11-10,4.86,4.98,5.09,5.16,5.24,5.2,5.07
2007-11-11,4.86,4.98,5.09,5.16,5.24,5.2,5.07
2007-11-12,4.43,4.45,5.2,5.13,5.11,4.96,4.55
2007-11-13,4.62,4.63,4.65,4.87,4.87,4.74,4.46
2007-11-14,4.77,4.66,4.66,4.88,4.88,4.78,4.53
2007-11-15,4.96,4.71,4.69,4.91,4.9,4.79,4.51
2007-11-16,4.74,4.74,4.74,4.95,4.95,4.81,4.47
2007-11-17,4.74,4.74,4.74,4.95,4.95,4.81,4.47
2007-11-18,4.74,4.74,4.74,4.95,4.95,4.81,4.47
2007-11-19,4.65,4.73,4.77,4.98,4.98,4.84,4.5
2007-11-20,4.65,4.75,4.78,5.0,5.0,4.86,4.51
2007-11-21,4.65,4.75,4.78,5.02,5.01,4.85,4.47
2007-11-22,4.65,4.77,4.79,5.04,5.03,4.86,4.45
2007-11-23,4.67,4.77,4.79,5.05,5.04,4.86,4.44
2007-11-24,4.67,4.77,4.79,5.05,5.04,4.86,4.44
2007-11-25,4.67,4.77,4.79,5.05,5.04,4.86,4.44
2007-11-26,4.68,4.8,4.8,5.06,5.05,4.89,4.48
2007-11-27,4.77,4.81,4.81,5.07,5.06,4.86,4.4
2007-11-28,4.8,4.84,4.82,5.09,5.08,4.91,4.49
2007-11-29,4.69,4.87,5.22,5.14,5.12,4.91,4.49
2007-11-30,4.72,4.87,5.24,5.15,5.13,4.91,4.46
2007-12-01,5.3,5.3,5.32,5.34,5.36,5.38,5.37
2007-12-02,5.29,5.3,5.32,5.34,5.36,5.4,5.42
2007-12-03,5.3,5.31,5.32,5.34,5.36,5.34,5.27
2007-12-04,5.34,5.32,5.32,5.34,5.36,5.37,5.32
2007-12-05,5.34,5.32,5.32,5.34,5.36,5.37,5.32
2007-12-06,5.3,5.32,5.32,5.34,5.36,5.4,5.47
2007-12-07,5.3,5.32,5.32,5.34,5.36,5.39,5.42
2007-12-08,5.3,5.32,5.32,5.34,5.36,5.39,5.42
2007-12-09,5.18,5.42,5.8,5.73,5.7,5.52,5.12
2007-12-10,4.86,4.95,5.06,5.13,5.22,5.14,5.0
2007-12-11,4.56,4.62,4.65,4.87,4.87,4.74,4.47
2007-12-12,4.34,4.37,5.1,5.08,5.06,4.93,4.5
2007-12-13,4.3,4.36,5.03,5.01,4.99,4.83,4.44
2007-12-14,4.3,4.35,5.0,4.98,4.97,4.85,4.49
2007-12-15,4.3,4.35,5.0,4.98,4.97,4.85,4.49
2007-12-16,4.3,4.35,5.0,4.98,4.97,4.85,4.49
2007-12-17,4.42,4.36,4.96,4.96,4.94,4.85,4.52
2007-12-18,4.4,4.39,4.95,4.94,4.93,4.82,4.47
2007-12-19,4.34,4.39,4.93,4.92,4.91,4.78,4.42
2007-12-20,4.3,4.39,4.9,4.89,4.88,4.74,4.35
2007-12-21,4.3,5.09,4.86,4.86,4.86,4.73,4.32
2007-12-22,4.3,5.09,4.86,4.86,4.86,4.73,4.32
2007-12-23,4.3,5.09,4.86,4.86,4.86,4.73,4.32
2007-12-24,4.39,5.09,4.86,4.85,4.84,4.72,4.34
2007-12-25,4.39,5.09,4.86,4.85,4.84,4.72,4.34
2007-12-26,4.39,5.09,4.86,4.85,4.84,4.72,4.34
2007-12-27,4.43,5.06,4.84,4.84,4.83,4.72,4.34
2007-12-28,4.5,4.47,4.63,4.68,4.73,4.65,4.3
2007-12-29,4.5,4.47,4.63,4.68,4.73,4.65,4.3
2007-12-30,4.5,4.47,4.63,4.68,4.73,4.65,4.3
2007-12-31,4.82,4.49,4.6,4.65,4.7,4.6,4.22
2008-01-01,4.82,4.49,4.6,4.65,4.7,4.6,4.22
2008-01-02,3.15,3.15,3.14,3.11,3.1,3.02,2.82
2008-01-03,3.15,3.15,3.14,3.11,3.1,3.02,2.82
2008-01-04,3.04,2.99,2.7,2.69,2.68,2.62,2.47
2008-01-05,2.46,2.61,2.72,2.76,2.78,2.88,2.98
2008-01-06,2.46,2.61,2.72,2.76,2.78,2.88,2.98
2008-01-07,2.54,2.46,2.46,2.65,2.79,3.12,3.32
2008-01-08,2.21,2.41,2.46,2.66,2.79,3.08,3.22
2008-01-09,2.25,2.4,2.49,2.68,2.81,3.11,3.2
2008-01-10,3.79,4.16,4.0,4.05,4.15,4.04,4.04
2008-01-11,3.79,4.16,4.0,4.05,4.15,4.04,4.04
2008-01-12,1.09,1.21,1.91,2.07,2.22,2.61,2.77
2008-01-13,1.09,1.21,1.91,2.07,2.22,2.61,2.77
2008-01-14,4.29,4.3,4.08,4.07,4.06,3.85,3.5
2008-01-15,4.32,4.3,4.02,4.01,4.0,3.83,3.47
2008-01-16,4.3,4.29,3.99,3.97,3.95,3.79,3.42
2008-01-17,4.29,4.29,3.96,3.94,3.93,3.81,3.48
2008-01-18,4.27,4.28,3.93,3.92,3.89,3.75,3.4
2008-01-19,4.27,4.28,3.93,3.92,3.89,3.75,3.4
2008-01-20,4.27,4.28,3.93,3.92,3.89,3.75,3.4
2008-01-21,4.27,4.28,3.9,3.88,3.85,3.67,3.27
2008-01-22,4.18,4.13,3.77,3.75,3.72,3.49,3.08
2008-01-23,3.56,3.49,3.38,3.35,3.33,3.16,2.81
2008-01-24,3.58,3.43,3.28,3.27,3.24,3.15,2.86
2008-01-25,3.59,3.4,3.31,3.31,3.31,3.3,3.13
2008-01-26,3.59,3.4,3.31,3.31,3.31,3.3,3.13
2008-01-27,3.59,3.4,3.31,3.31,3.31,3.3,3.13
2008-01-28,3.6,3.35,3.28,3.27,3.25,3.18,2.96
2008-01-29,3.6,3.32,3.27,3.26,3.24,3.18,2.97
2008-01-30,3.41,3.28,3.26,3.25,3.24,3.19,2.98
2008-01-31,3.16,3.15,3.14,3.12,3.11,3.04,2.85
2008-02-01,4.45,4.5,4.57,4.64,4.68,4.57,4.19
2008-02-02,4.45,4.5,4.57,4.64,4.68,4.57,4.19
2008-02-03,4.45,4.5,4.57,4.64,4.68,4.57,4.19
2008-02-04,3.01,2.98,2.71,2.7,2.7,2.67,2.56
2008-02-05,2.47,2.6,2.7,2.74,2.77,2.87,2.99
2008-02-06,2.31,2.42,2.46,2.57,2.68,2.9,3.14
2008-02-07,2.44,2.46,2.46,2.66,2.79,3.13,3.34
2008-02-08,2.44,2.46,2.46,2.66,2.79,3.13,3.34
2008-02-09,2.17,2.39,2.49,2.68,2.81,3.12,3.21
2008-02-10,2.68,4.07,4.04,4.11,4.21,4.05,4.02
2008-02-11,2.68,4.07,4.04,4.11,4.21,4.05,4.02
2008-02-12,1.0,1.2,1.9,2.06,2.21,2.57,2.71
2008-02-13,3.09,3.12,3.12,3.09,3.06,2.95,2.73
2008-02-14,3.12,3.13,3.12,3.09,3.06,2.96,2.75
2008-02-15,3.2,3.14,3.12,3.09,3.07,2.97,2.74
2008-02-16,3.2,3.14,3.12,3.09,3.07,2.97,2.74
2008-02-17,3.2,3.14,3.12,3.09,3.07,2.97,2.74
2008-02-18,3.2,3.13,3.11,3.08,3.07,2.98,2.77
2008-02-19,3.16,3.14,3.11,3.08,3.07,2.98,2.78
2008-02-20,3.15,3.14,3.12,3.09,3.08,3.02,2.88
2008-02-21,3.11,3.15,3.14,3.1,3.09,3.07,2.96
2008-02-22,3.06,3.14,3.12,3.09,3.08,3.0,2.82
2008-02-23,3.06,3.14,3.12,3.09,3.08,3.0,2.82
2008-02-24,3.06,3.14,3.12,3.09,3.08,3.0,2.82
2008-02-25,3.07,3.14,3.12,3.1,3.09,3.06,2.91
2008-02-26,3.07,3.14,3.12,3.1,3.09,3.06,2.92
2008-02-27,3.07,3.14,3.12,3.1,3.08,3.02,2.83
2008-02-28,3.09,3.14,3.12,3.08,3.08,2.97,2.78
2008-02-29,3.16,3.14,3.11,3.07,3.06,2.93,2.71
2008-03-01,4.39,4.5,4.54,4.6,4.65,4.47,4.04
2008-03-02,4.39,4.5,4.54,4.6,4.65,4.47,4.04
2008-03-03,3.15,3.14,3.09,3.04,3.01,2.86,2.63
2008-03-04,2.84,2.94,2.74,2.73,2.73,2.72,2.65
2008-03-05,2.84,2.94,2.74,2.73,2.73,2.72,2.65
2008-03-06,2.3,2.41,2.45,2.57,2.67,2.88,3.1
2008-03-07,2.44,2.46,2.46,2.66,2.79,3.13,3.32
2008-03-08,2.44,2.46,2.46,2.66,2.79,3.13,3.32
