date,pnl
2007-04-10,-920.00
2007-04-11,460.00
2007-04-12,2300.00
2007-04-13,-1150.00
2007-04-16,1150.00
2007-04-17,-230.00
2007-04-18,1380.00
2007-04-19,230.00
2007-04-20,-460.00
2007-04-23,690.00
2007-04-24,230.00
2007-04-25,-230.00
2007-04-26,345.00
2007-04-27,1035.00
2007-04-30,1610.00
2007-05-01,-460.00
2007-05-02,-1150.00
2007-05-03,230.00
2007-05-04,-230.00
2007-05-07,-0.00
2007-05-08,575.00
2007-05-09,0.00
2007-05-10,1955.00
2007-05-11,230.00
2007-05-14,1265.00
2007-05-15,2415.00
2007-05-16,805.00
2007-05-17,1955.00
2007-05-18,-1610.00
2007-05-21,-2875.00
2007-05-22,-2070.00
2007-05-23,460.00
2007-05-24,9085.00
2007-05-25,-2760.00
2007-05-29,-4255.00
2007-05-30,-4715.00
2007-05-31,-2530.00
2007-06-01,-2645.00
2007-06-04,-1265.00
