date,pnl
2010-05-11,-0.00
2010-05-12,640.00
2010-05-13,-480.00
2010-05-14,-3040.00
2010-05-17,160.00
2010-05-18,-800.00
2010-05-19,-160.00
2010-05-20,-6080.00
2010-05-21,1280.00
2010-05-24,4160.00
2010-05-25,-1120.00
2010-05-26,1120.00
2010-05-27,6080.00
2010-05-28,2080.00
2010-06-01,-4960.00
2010-06-02,2400.00
2010-06-03,2720.00
2010-06-04,-11200.00
2010-06-07,-10080.00
2010-06-08,2400.00
2010-06-09,-1760.00
2010-06-10,14720.00
2010-06-11,6720.00
2010-06-14,2240.00
2010-06-15,7840.00
2010-06-16,-800.00
2010-06-17,2400.00
2010-06-18,3680.00
2010-06-21,-2880.00
2010-06-22,160.00
2010-06-23,960.00
2010-06-24,-10560.00
2010-06-25,10400.00
2010-06-28,1600.00
2010-06-29,-36000.00
