date,pnl
2009-08-11,-980.00
2009-08-12,2205.00
2009-08-13,-245.00
2009-08-14,-2450.00
2009-08-17,-5880.00
2009-08-18,4410.00
2009-08-19,2695.00
2009-08-20,2940.00
2009-08-21,2450.00
2009-08-24,0.00
2009-08-25,1470.00
2009-08-26,245.00
2009-08-27,1225.00
2009-08-28,490.00
2009-08-31,-980.00
2009-09-01,-3675.00
2009-09-02,-245.00
2009-09-03,2695.00
2009-09-04,4655.00
2009-09-08,2450.00
2009-09-09,-490.00
2009-09-10,245.00
2009-09-11,245.00
2009-09-14,-1102.50
2009-09-15,-612.50
2009-09-16,-2695.00
2009-09-17,490.00
2009-09-18,-122.50
2009-09-21,857.50
2009-09-22,-1837.50
2009-09-23,1225.00
2009-09-24,6125.00
2009-09-25,2695.00
2009-09-28,-7350.00
2009-09-29,-367.50
2009-09-30,4287.50
2009-10-01,9065.00
2009-10-02,6247.50
2009-10-05,-4532.50
