date,pnl
2007-09-11,1075.00
2007-09-12,1505.00
2007-09-13,-215.00
2007-09-14,430.00
2007-09-17,1075.00
2007-09-18,430.00
2007-09-19,-1290.00
2007-09-20,1935.00
2007-09-21,0.00
2007-09-24,2580.00
2007-09-25,2795.00
2007-09-26,-1290.00
2007-09-27,-1075.00
2007-09-28,2795.00
2007-10-01,-5590.00
2007-10-02,-2472.50
2007-10-03,1720.00
2007-10-04,-1075.00
2007-10-05,-4622.50
2007-10-08,2580.00
2007-10-09,-1505.00
2007-10-10,537.50
2007-10-11,3547.50
2007-10-12,-2365.00
2007-10-15,4945.00
2007-10-16,967.50
2007-10-17,1397.50
2007-10-18,-1290.00
2007-10-19,9675.00
2007-10-22,-3010.00
2007-10-23,-3655.00
2007-10-24,4300.00
2007-10-25,2795.00
2007-10-26,-6557.50
2007-10-29,645.00
2007-10-30,2902.50
2007-10-31,-7847.50
2007-11-01,19135.00
2007-11-02,1505.00
2007-11-05,7310.00
