date,pnl
2014-07-15,-960.00
2014-07-16,-1120.00
2014-07-17,-4480.00
2014-07-18,6720.00
2014-07-21,640.00
2014-07-22,2400.00
2014-07-23,320.00
2014-07-24,1600.00
2014-07-25,-1760.00
2014-07-28,-640.00
2014-07-29,800.00
2014-07-30,2400.00
2014-07-31,-8480.00
2014-08-01,-3040.00
2014-08-04,7680.00
2014-08-05,-2400.00
2014-08-06,2880.00
2014-08-07,-1600.00
2014-08-08,5440.00
2014-08-11,6080.00
2014-08-12,-1440.00
2014-08-13,6560.00
2014-08-14,1920.00
2014-08-15,480.00
2014-08-18,4480.00
2014-08-19,-640.00
2014-08-20,1440.00
2014-08-21,640.00
2014-08-22,1040.00
2014-08-25,960.00
2014-08-26,-2480.00
2014-08-27,3040.00
2014-08-28,2400.00
2014-08-29,-2320.00
2014-09-02,-1920.00
2014-09-03,5440.00
2014-09-04,5840.00
2014-09-05,800.00
2014-09-08,720.00
