date,pnl
2019-09-04,1040.00
2019-09-05,4160.00
2019-09-06,1040.00
2019-09-09,-1040.00
2019-09-10,520.00
2019-09-11,-520.00
2019-09-12,2080.00
2019-09-13,-1040.00
2019-09-16,0.00
2019-09-17,0.00
2019-09-18,2080.00
2019-09-19,-1560.00
2019-09-20,1560.00
2019-09-23,0.00
2019-09-24,-2080.00
2019-09-25,1040.00
2019-09-26,1040.00
2019-09-27,-2080.00
2019-09-30,2080.00
2019-10-01,-520.00
2019-10-02,-1560.00
2019-10-03,2080.00
2019-10-04,-0.00
2019-10-07,1040.00
2019-10-08,-2600.00
2019-10-09,2600.00
2019-10-10,0.00
2019-10-11,520.00
