date,pnl
2011-03-10,-6675.00
2011-03-11,5785.00
2011-03-14,-3560.00
2011-03-15,-4005.00
2011-03-16,890.00
2011-03-17,890.00
2011-03-18,6230.00
2011-03-21,5785.00
2011-03-22,-1780.00
2011-03-23,3115.00
2011-03-24,-4895.00
2011-03-25,445.00
2011-03-28,-445.00
2011-03-29,445.00
2011-03-30,1780.00
2011-03-31,0.00
2011-04-01,-445.00
2011-04-04,1335.00
2011-04-05,-890.00
2011-04-06,2225.00
2011-04-07,-445.00
2011-04-08,2670.00
2011-04-11,2225.00
2011-04-12,1335.00
2011-04-13,3560.00
2011-04-14,1335.00
2011-04-15,-2225.00
2011-04-18,7565.00
