date,pnl
2007-05-09,-2940.00
2007-05-10,2940.00
2007-05-11,0.00
2007-05-14,1680.00
2007-05-15,1680.00
2007-05-16,420.00
2007-05-17,0.00
2007-05-18,2520.00
2007-05-21,-3360.00
2007-05-22,-840.00
2007-05-23,2100.00
2007-05-24,3780.00
2007-05-25,-840.00
2007-05-29,-1260.00
2007-05-30,-2520.00
2007-05-31,-1260.00
2007-06-01,-2730.00
2007-06-04,-210.00
2007-06-05,4200.00
2007-06-06,2100.00
2007-06-07,3360.00
2007-06-08,-420.00
2007-06-11,2100.00
2007-06-12,5460.00
2007-06-13,-4200.00
2007-06-14,-1680.00
2007-06-15,-5460.00
2007-06-18,840.00
2007-06-19,-1260.00
2007-06-20,10080.00
