date,pnl
2012-03-08,-450.00
2012-03-09,0.00
2012-03-12,2250.00
2012-03-13,-900.00
2012-03-14,-900.00
2012-03-15,-900.00
2012-03-16,3150.00
2012-03-19,-900.00
2012-03-20,900.00
2012-03-21,1350.00
2012-03-22,900.00
2012-03-23,1800.00
2012-03-26,-3150.00
2012-03-27,-450.00
2012-03-28,900.00
2012-03-29,450.00
2012-03-30,1350.00
2012-04-02,-1800.00
2012-04-03,2250.00
2012-04-04,3150.00
2012-04-05,2250.00
2012-04-09,1800.00
2012-04-10,-450.00
2012-04-11,1800.00
2012-04-12,-2700.00
2012-04-13,2700.00
2012-04-16,-1350.00
2012-04-17,-2700.00
2012-04-18,5850.00
