date,pnl
2015-11-03,-455.00
2015-11-04,-2730.00
2015-11-05,1365.00
2015-11-06,1365.00
2015-11-09,1365.00
2015-11-10,-1365.00
2015-11-11,-0.00
2015-11-12,455.00
2015-11-13,-4550.00
2015-11-16,2730.00
2015-11-17,8190.00
2015-11-18,-4550.00
2015-11-19,910.00
2015-11-20,-1820.00
2015-11-23,5915.00
2015-11-24,-1365.00
2015-11-25,910.00
2015-11-27,-2730.00
2015-11-30,3640.00
2015-12-01,-1365.00
2015-12-02,3185.00
2015-12-03,-1365.00
2015-12-04,2275.00
2015-12-07,4550.00
2015-12-08,1820.00
2015-12-09,-2730.00
2015-12-10,2275.00
2015-12-11,-8190.00
